emp_no,first_name,last_name,from_date,title,salary
11906,Hideo,Boguraev,1999-02-07,Engineer,81324
11911,Ashish,Mondadori,1995-06-05,Senior Engineer,40000
11915,Miomir,Mawatari,2001-06-28,Senior Engineer,58042
11917,Jiakeng,VanScheik,1997-03-08,Engineer,40000
11926,Leni,Felcyn,1998-09-18,Engineer,41612
11931,Gunilla,Chiodo,2000-01-13,Senior Staff,73369
11933,Basil,Erman,1992-06-12,Senior Engineer,56130
11938,Aruna,Verspoor,1994-07-15,Staff,40000
11940,Ult,Anido,1996-11-02,Assistant Engineer,60193
11944,Along,Aumann,1994-12-01,Senior Engineer,52061
11945,Limsoon,Marakhovsky,1994-01-21,Staff,53056
11948,Yahiko,Nergos,2002-05-10,Senior Engineer,49929
11949,Martijn,Harbusch,1985-03-11,Technique Leader,40000
11951,Bernt,Haumacher,2001-10-13,Senior Engineer,40000
11965,Arup,Morrey,1993-10-07,Engineer,57709
11972,Sibyl,Beausoleil,1994-04-25,Senior Staff,52908
11980,Yechezkel,Pews,1998-02-18,Staff,58241
11983,Jaana,Hedayat,1994-10-11,Senior Engineer,40000
11989,Erzsebet,Peltason,1989-01-07,Technique Leader,40000
11993,Marit,Dalphin,1996-10-22,Senior Staff,56505
11994,Sigeru,Fiebach,1999-11-11,Senior Staff,49761
12007,Marko,Dehkordi,1996-05-17,Senior Engineer,40000
12011,Zhilian,Coorg,1997-07-22,Senior Staff,85833
12015,Kensei,Guenter,1999-11-16,Staff,42853
12021,Chikara,Rahimi,2000-09-29,Senior Engineer,40000
12023,Chuanyi,Eppinger,1994-12-08,Technique Leader,40000
12024,Mayumi,Lanzelotte,1997-11-03,Staff,65580
12028,Ingemar,Walstra,1997-09-02,Senior Engineer,51314
12030,Shuky,Cromarty,1996-06-24,Staff,40000
12034,Aemilian,Piazza,1995-11-22,Staff,40148
12036,Mads,Ratzlaff,1995-09-05,Senior Staff,67143
12037,Arunas,Katzenelson,1992-09-30,Senior Staff,47805
12040,Bluma,Kermarrec,1998-09-28,Senior Staff,64813
12043,Masaki,Lubachevsky,2000-01-05,Staff,49009
12044,Rance,Hemaspaandra,1990-04-19,Senior Engineer,40000
12047,Jordanka,Ligten,1996-08-23,Assistant Engineer,52051
12050,Yuchang,Tchuente,1996-04-01,Engineer,46704
12053,Yechezkel,Pelc,1989-11-12,Senior Engineer,48319
12054,Odysseas,Braccini,1999-08-06,Staff,67400
12060,Toshimi,Antonakopoulos,1996-06-21,Technique Leader,40000
12062,Margareta,Worfolk,1996-01-04,Senior Staff,44199
12063,Lein,Bale,2002-07-24,Senior Engineer,56022
12069,Ayonca,Burnard,1995-05-13,Senior Engineer,51928
12070,Ger,Shokrollahi,1988-11-14,Technique Leader,50233
12076,Karlis,Siprelle,1985-03-25,Senior Staff,75381
12080,Panayotis,Feinberg,2001-05-17,Senior Staff,47946
12082,Xinan,Yamaashi,1992-01-29,Senior Staff,72118
12089,Bilhanan,Socorro,1994-10-22,Senior Staff,46288
12090,Shigenori,Angelopoulos,1999-10-03,Engineer,46269
12091,Lansing,Cunliffe,1989-03-21,Senior Engineer,40000
12092,Kauko,Unno,1998-08-08,Senior Staff,40000
12093,Evgueni,Oxenboll,1999-01-19,Senior Engineer,40000
12094,Weiru,Pearson,1989-04-27,Senior Staff,44788
12099,Nobuyoshi,Kuzuoka,1999-02-15,Senior Staff,104610
12102,Aron,Erde,1994-02-17,Staff,90853
12112,Satyanarayana,Avouris,1997-09-26,Senior Staff,76538
12114,Shiv,Rubsam,1997-02-04,Staff,40000
12122,Satoru,Krone,1992-07-23,Senior Engineer,46398
12123,Xiahua,Syrzycki,1994-07-18,Senior Staff,64879
12125,Shounak,Erman,1997-03-31,Engineer,41215
12138,Takahito,Brender,1996-02-23,Engineer,40000
12140,Xudong,Paciorek,1996-11-15,Senior Staff,40000
12149,Suebskul,Grandbois,1988-10-01,Senior Staff,109934
12159,Shem,Perly,1985-07-17,Senior Engineer,61210
12160,Aamer,Garrabrants,1989-09-19,Senior Staff,60391
12164,Muneo,Chachaty,1996-05-14,Engineer,43366
12165,Xiaobin,Maquelin,1994-08-29,Senior Engineer,41951
12168,Arnd,Salverda,1996-06-21,Senior Staff,40000
12172,Jianhua,Llado,1990-12-08,Senior Staff,40000
12174,Slavian,Plavsic,1996-01-09,Senior Engineer,40000
12183,Harngdar,Iisaku,1998-04-04,Engineer,40000
12186,Guther,Nooteboom,1998-01-24,Senior Staff,70221
12190,Abdulah,Engberts,1997-12-13,Senior Engineer,40000
12191,Rosella,Bazzichi,1998-11-22,Engineer,45307
12192,Feiyu,Klyachko,1991-09-02,Senior Engineer,41625
12205,Sushant,Rossi,1987-11-11,Senior Engineer,40000
12206,Barton,Janetzko,2001-03-27,Senior Engineer,40000
12210,Vugranam,Ashish,1997-11-08,Senior Staff,40000
12213,Kwangho,Brizzi,2000-10-31,Senior Staff,79834
12216,Aloke,Mansanne,1995-10-25,Engineer,40000
12218,Yaghout,Strooper,2000-03-11,Senior Engineer,40000
12219,Junsik,Gadepally,1995-06-13,Senior Staff,57507
12221,Vincent,Melter,1991-09-16,Senior Engineer,56736
12222,Abdelwaheb,Holburn,1996-08-14,Senior Staff,55840
12223,Niteen,Koyama,1995-08-13,Senior Engineer,54459
12230,Yuriy,Bellone,1997-04-13,Engineer,53692
12231,Nishit,Bharadwaj,1990-05-19,Senior Engineer,40000
12235,Honesty,Haumacher,1997-07-10,Staff,100755
12242,Satoru,Wolniewicz,2000-11-11,Engineer,46911
12247,Subbu,Penttonen,1985-04-09,Technique Leader,59183
12249,Eldridge,Sadowski,1996-06-20,Senior Engineer,70099
12250,Kerhong,Aloia,1991-04-25,Senior Engineer,61573
12256,Guadalupe,Reghbati,1992-08-26,Senior Staff,40000
12258,Kankanahalli,Eiter,1999-06-22,Senior Engineer,40748
12264,Mart,Pagter,1998-01-09,Engineer,51816
12269,Mohammed,Whitcomb,2000-07-05,Senior Engineer,40000
12270,Shakhar,Kornyak,1996-08-19,Senior Staff,52840
12272,Behnaam,Grandbois,1992-12-07,Senior Staff,43811
12273,Jaideep,Uehara,1998-02-14,Senior Staff,90736
12281,Hisao,Langford,2000-09-22,Senior Engineer,45417
12282,Tadahiro,Delgrange,1999-10-06,Engineer,40000
12291,Masamitsu,Koyama,1999-03-29,Senior Staff,67506
12298,Tetsurou,Rodham,1994-03-31,Senior Engineer,62015
12308,Mototsugu,Cronau,1991-08-11,Senior Staff,58741
12311,Susanne,Lubachevsky,1985-10-22,Senior Engineer,40000
12316,Hyuncheol,Duclos,1998-04-05,Engineer,46261
12317,Weiyi,Crabtree,1996-08-11,Staff,40000
12327,DAIDA,Bruckman,1992-10-15,Senior Engineer,67449
12328,Atilio,Prampolini,1997-05-03,Staff,51299
12338,Kagan,Besselaar,1997-01-10,Staff,46270
12339,Pranay,Czaja,1996-07-18,Staff,40000
12341,Rasiah,Luga,1990-05-25,Senior Engineer,40000
12343,Sorina,Slaats,1997-08-25,Senior Staff,52134
12355,Vidar,Hutton,1995-11-08,Senior Engineer,70724
12364,Neelam,Cummings,1998-11-02,Assistant Engineer,42337
12365,Kamakshi,Bisiani,1994-09-12,Senior Engineer,40000
12368,Gor,Dechter,2000-06-14,Senior Staff,45415
12373,Mooi,Driscoll,1993-11-11,Senior Staff,75986
12379,Kazuhisa,Serna,1996-06-02,Technique Leader,43508
12381,Amalendu,Klerer,1998-06-24,Senior Staff,42211
12388,Arumugam,Hebert,1997-09-11,Senior Engineer,40000
12394,Stevo,Reeken,1998-09-26,Engineer,40000
12395,Sanjit,Felder,1995-06-05,Senior Staff,66909
12399,Mihalis,Luga,1996-12-06,Senior Staff,85582
12411,Shao,Ibel,1991-08-17,Senior Staff,97610
12413,Hugh,Gadepally,1999-03-04,Senior Engineer,53179
12417,Dannz,Spelt,1998-02-02,Senior Engineer,67342
12421,Toshimi,Gulik,1996-10-29,Senior Engineer,52691
12422,Berhard,Demos,2001-06-07,Senior Staff,71376
12426,Shahaf,Valtorta,1999-05-17,Technique Leader,40000
12427,Zissis,Daescu,2000-09-09,Senior Staff,40000
12434,Xumin,Bernardinello,1994-09-11,Engineer,40000
12438,Yongmao,Mondadori,1999-12-20,Senior Staff,109440
12450,Sanjeeva,Perng,1999-02-02,Senior Engineer,40000
12452,Hiroyasu,Francisci,1997-09-28,Engineer,40000
12454,Kerryn,Farris,1998-12-18,Staff,41347
12464,Shai,Milicic,1998-06-01,Staff,50448
12466,Cullen,Nations,1994-02-19,Senior Staff,65175
12468,Ioana,Baezner,1993-12-08,Staff,41627
12475,Filipe,Roison,1996-04-25,Senior Engineer,40000
12480,Tetsushi,Schade,1997-12-21,Staff,62415
12487,Mona,Reghbati,1998-12-07,Senior Staff,40000
12488,Etsuo,Gerteisen,1995-04-27,Senior Engineer,40000
12489,Arnould,Munck,1986-04-11,Senior Engineer,63306
12490,Jackson,Muchinsky,2000-05-08,Senior Engineer,40000
12492,Kristinn,Hammerschmidt,1992-11-16,Senior Engineer,59589
12497,Stein,Penz,1997-09-25,Senior Staff,81191
12499,Izaskun,Lamba,1997-08-27,Senior Staff,69706
12501,Morrie,Matheson,1986-06-05,Senior Staff,76082
12502,Danil,VanScheik,1989-06-06,Senior Engineer,40000
12504,Adly,Rosaz,1997-08-14,Engineer,40000
12506,Gay,Rodite,1997-08-29,Engineer,50229
12509,Rutger,Krzyzanowski,1997-09-25,Senior Staff,40000
12514,Tomofumi,Melter,1999-11-13,Engineer,54241
12515,Pranav,Wilharm,2000-01-27,Senior Engineer,50655
12520,Goetz,Basart,1999-03-06,Engineer,40000
12522,Trygve,Zhang,1999-01-28,Technique Leader,47733
12523,Tonia,Casley,1990-01-22,Senior Staff,94760
12524,Tetsushi,Demeyer,1996-12-19,Engineer,42824
12528,Conor,Cincotta,1997-09-24,Senior Staff,40000
12534,Yongmao,Gerlach,1985-08-14,Senior Engineer,66715
12537,Avishai,Gonthier,2001-05-19,Senior Staff,85107
12540,Poornachandra,Bresenham,1998-11-28,Senior Staff,40000
12541,Shih,Nanard,1996-08-31,Senior Staff,93105
12542,Kazuhide,Bouloucos,1993-09-11,Senior Staff,44176
12551,Jeane,Tzvieli,1993-12-03,Senior Engineer,40000
12553,Aral,Vesna,1987-02-28,Senior Staff,40000
12555,Spyrose,DuCasse,1995-07-23,Assistant Engineer,68051
12557,Stafford,Kopetz,1988-03-20,Senior Engineer,41840
12558,Danco,Niizuma,1989-08-12,Senior Engineer,40000
12563,Honesty,Ducloy,1998-03-08,Engineer,40000
12564,Remco,Nitsche,1998-11-03,Staff,76772
12571,Abdelaziz,Candan,2002-04-23,Engineer,53163
12574,Mong,Gelosh,1999-01-08,Engineer,66284
12586,Oguz,Tasistro,2001-04-30,Senior Engineer,50972
12588,Yagil,Kenevan,2002-02-08,Senior Engineer,49125
12589,Anoosh,Chleq,1997-09-08,Senior Engineer,59441
12590,Gita,Rosenbaum,1993-02-25,Senior Staff,72208
12596,Breannda,Roisin,1996-09-29,Senior Staff,40000
12597,Kazuhito,Petereit,1999-12-13,Senior Staff,63589
12601,Ghassan,Simkin,2002-07-09,Senior Engineer,41714
12603,Utpal,Roison,1997-06-10,Staff,43168
12608,Nectarios,Mondadori,2000-02-22,Senior Staff,40000
12612,Chandrasekaran,Thimonier,1999-05-29,Staff,92187
12617,Shawna,Rusterholz,1996-03-02,Senior Staff,55663
12623,Raimond,Scharstein,2000-11-03,Senior Staff,79700
12626,Gill,Comyn,2000-09-24,Senior Engineer,61375
12630,Sreekrishna,Falco,1997-06-03,Senior Staff,41052
12635,Xinyu,Restivo,2000-02-03,Senior Engineer,40000
12636,Yuuichi,Debuse,1996-10-22,Senior Staff,40000
12638,Yuqun,Seiwald,1999-04-29,Engineer,56677
12639,Zeljko,Schapire,2002-05-21,Senior Engineer,40000
12642,Suebskul,Gips,2001-10-28,Senior Staff,68271
12644,Bernt,Jayawardene,1994-10-29,Senior Engineer,40000
12645,Kyoichi,Decaestecker,1999-05-21,Staff,63135
12651,Pragnesh,Bael,1988-01-27,Senior Staff,75150
12656,Seshu,Morton,2001-06-27,Senior Staff,70030
12662,Leucio,Alvarado,1994-08-27,Engineer,69016
12663,Nobuyoshi,Stellhorn,1986-09-29,Technique Leader,49966
12664,Zhonghua,Parveen,1999-08-04,Staff,40000
12666,Stamatina,Prenel,1998-04-19,Engineer,40000
12670,Seongbae,Alameldin,1999-09-10,Engineer,45281
12672,Mayumi,Varman,1998-04-02,Senior Engineer,54041
12680,Bader,Staudhammer,1995-11-12,Staff,46321
12687,Weicheng,Badache,1998-04-12,Staff,78376
12689,Luerbio,Boudaillier,2001-11-23,Senior Engineer,59689
12691,Oddvar,Gils,1998-08-25,Senior Engineer,48493
12697,Uri,Brizzi,1994-07-11,Senior Staff,40000
12707,Gregory,Zastre,1998-06-24,Staff,53664
12709,Ronghao,Botman,2001-02-25,Senior Engineer,45510
12715,Honglan,Showalter,1996-07-05,Staff,40000
12717,Tzu,Jiafu,1999-10-20,Staff,53194
12722,Elliott,Cheshire,1985-03-29,Senior Staff,62325
12725,Inderjeet,Flexer,1999-05-28,Senior Staff,40000
12726,Fumitake,Panwar,1994-05-19,Senior Engineer,61177
12729,Nahla,Rahier,1997-10-15,Senior Engineer,51796
12731,Yongmao,Waymire,1988-04-05,Senior Staff,40000
12732,Mara,Takanami,1988-04-06,Senior Staff,74436
12734,Gil,Frijda,1986-03-03,Senior Engineer,40000
12746,Heekeun,Lunn,1999-07-08,Senior Engineer,63044
12747,Salvador,Atrawala,1994-05-23,Technique Leader,40000
12748,Berry,Kakkar,1998-12-13,Engineer,40000
12753,Kazuhito,Syrotiuk,1999-08-26,Senior Engineer,47071
12754,Ronnie,Tetzlaff,1998-09-17,Senior Engineer,56137
12755,Rildo,Rodite,1994-03-18,Senior Staff,40196
12761,Hitofumi,Schaad,2002-05-06,Senior Staff,62465
12769,Abdelwaheb,Gluchowski,1994-09-02,Engineer,40000
12770,Maik,Benzaken,1990-11-16,Senior Staff,55103
12773,Jenwei,Lovengreen,1994-03-05,Senior Engineer,65556
12774,Moon,Asrin,1997-08-02,Engineer,40000
12777,Sreenivas,Cichocki,1999-08-20,Senior Staff,50672
12785,Bouchung,Armand,1996-12-29,Senior Engineer,68680
12786,Weiyi,Schusler,1999-12-08,Engineer,51030
12789,Sanjai,Felcyn,1996-09-24,Engineer,41358
12790,Gunilla,Perl,2000-08-07,Senior Staff,87760
12795,Masoud,Fordan,1997-06-23,Senior Staff,56969
12796,Saniya,Stanfel,2001-05-24,Senior Engineer,40000
12798,Lillian,Beeson,1996-12-26,Senior Staff,81145
12799,Tiina,Businaro,1993-12-25,Senior Staff,42816
12803,Gad,Boissier,1990-03-16,Senior Staff,91789
12807,Gretta,Babb,1996-08-06,Senior Engineer,48331
12810,Kristof,Staelin,1996-07-06,Technique Leader,46737
12815,Sushant,Junot,1993-02-27,Senior Staff,65073
12819,Mountaz,Gubsky,1996-09-09,Senior Engineer,48455
12821,Arco,Gihr,1997-05-04,Engineer,46727
12828,Oksana,Camurati,1999-06-07,Staff,85769
12829,Harngdar,Harbusch,2000-07-05,Senior Engineer,51521
12840,Zhensheng,Ferretti,1994-09-10,Engineer,40000
12843,Yinlin,Heijenga,1998-10-23,Senior Engineer,40000
12848,Kazuhide,Smeets,1997-05-11,Engineer,40000
12851,Kwangyoen,Ramsay,1998-08-25,Staff,64013
12855,Mabhin,Murrill,1997-08-12,Senior Staff,40000
12857,Alagu,Gils,1995-07-05,Senior Engineer,52646
12863,Leif,Matheson,1990-09-06,Senior Engineer,62803
12865,Katsuyuki,Rothe,1994-02-14,Senior Staff,64679
12868,Berthier,Nanard,1990-01-07,Senior Engineer,40000
12869,Jacopo,Swiler,1999-01-02,Staff,61803
12872,Marl,Schmittgen,1993-09-09,Senior Staff,56040
12879,Baruch,Eugenio,1995-06-11,Senior Engineer,40000
12881,Huai,Yurek,1999-08-25,Staff,66390
12885,Anwar,Collavizza,1990-09-11,Senior Engineer,40000
12887,Hilari,DuBourdieux,2001-09-19,Senior Engineer,40000
12889,Mayumi,Mukaidono,1999-04-28,Engineer,58901
12890,Neven,Casley,1985-10-31,Senior Staff,66803
12893,Licheng,Crouzet,1995-03-18,Senior Staff,50803
12895,Roddy,Serot,1993-08-15,Senior Engineer,40000
12899,Chinho,Sethi,1998-01-13,Senior Staff,40000
12905,Munehiro,Gecsei,1993-07-18,Senior Engineer,58659
12910,Uno,Casley,1998-03-16,Staff,69301
12915,Arco,Ligten,2000-03-31,Senior Staff,55723
12923,Chaosheng,Journel,1997-01-02,Senior Engineer,40000
12926,Heekeun,Luby,1992-12-24,Senior Staff,68314
12934,Adil,Solares,1996-10-15,Senior Engineer,47274
12936,Reinhold,Farrow,1994-11-10,Technique Leader,64450
12940,Odinaldo,Farrar,1992-12-11,Senior Engineer,49760
12941,Tommaso,Perelgut,1995-11-06,Senior Engineer,67069
12944,Alselm,Benzmuller,2001-06-24,Senior Staff,40000
12949,Geoff,Asrin,1992-02-12,Senior Engineer,40000
12960,Tayeb,Navazio,1994-08-19,Engineer,40000
12962,Paraskevi,Beerel,2001-10-21,Senior Staff,73680
12969,Mohan,Angot,1999-02-05,Senior Staff,59876
12977,Byong,Markovitch,1992-08-23,Senior Engineer,61326
12982,Sachem,Aamodt,2000-01-11,Senior Engineer,40000
12983,Elliott,Hambrick,1999-06-28,Staff,57252
12986,Khun,Hennebert,1990-09-20,Senior Engineer,50021
12987,Youngkon,Kading,2001-05-03,Senior Engineer,56823
13000,Adhemar,Chiodo,1997-07-05,Engineer,40000
13002,Henk,Muhlberg,1994-05-03,Senior Engineer,40935
13004,Fan,Beznosov,1996-05-17,Senior Engineer,40000
13008,Jayesh,Zaumen,2000-01-07,Engineer,40000
13011,Aamer,Glowinski,1995-05-18,Technique Leader,51216
13013,Heekeun,Baak,2000-01-22,Engineer,40000
13027,Paraskevi,Kohling,1992-01-23,Technique Leader,65940
13030,Yahiko,Kroll,1999-11-25,Senior Staff,51770
13034,Arunas,Rosen,1992-06-23,Senior Staff,77736
13046,Vivian,Stafford,1987-04-19,Senior Staff,40000
13047,Atilio,Chelton,1997-02-25,Senior Engineer,52323
13048,Kerhong,Massonet,1996-11-14,Senior Engineer,40000
13052,Aleksandar,Schlenzig,1996-07-26,Senior Engineer,42693
13054,Samphel,Masamoto,2001-12-21,Senior Engineer,40000
13065,Zine,Schiper,2001-01-26,Senior Staff,58147
13067,Wayne,Kornyak,1994-11-24,Senior Engineer,40000
13075,Rosella,Morrin,1991-08-17,Senior Staff,40000
13076,Deniz,Skafidas,1995-01-28,Engineer,50582
13084,Domenico,Pagter,2002-03-02,Senior Staff,64106
13086,Dzung,Domenig,2000-01-27,Senior Staff,40000
13093,Sajjan,Unno,1999-09-18,Staff,75658
13096,Ibibia,Armand,2001-04-22,Senior Engineer,52544
13103,Srinidhi,Ellozy,1988-06-19,Senior Engineer,40000
13108,Rance,Matteis,1989-12-14,Senior Staff,40000
13110,Maria,Kamble,1989-07-16,Senior Engineer,57941
13124,Quingbo,Garnick,1985-03-17,Senior Staff,73785
13126,Parviz,Hennebert,2002-03-08,Senior Engineer,40000
13133,Guther,Senzako,1991-09-03,Senior Staff,67777
13134,Lorien,Chepyzhov,1993-10-22,Senior Engineer,51227
13140,Shuji,Vidal,1999-05-30,Staff,40000
13143,Qingxiang,Ventosa,1990-02-25,Technique Leader,40000
13144,Persi,Nollmann,1997-06-19,Senior Staff,52825
13146,Haldon,Erie,1985-05-25,Senior Staff,61398
13147,Shichao,Ginesta,1998-06-29,Senior Staff,77429
13150,Mahmut,Stavenow,1991-06-15,Technique Leader,40000
13156,Akeel,Millington,2000-08-18,Senior Engineer,48285
13159,Jingling,Ranst,1999-08-12,Staff,54536
13161,Manu,Picci,1996-01-02,Senior Engineer,49733
13165,Lucian,Benner,1995-03-17,Senior Engineer,42796
13168,Munir,Stentiford,1992-09-10,Senior Engineer,49210
13170,Cheong,Bernardeschi,1998-01-09,Senior Staff,49012
13171,Anoosh,Birnbaum,1995-08-31,Senior Engineer,40000
13173,Arve,Horswill,1996-09-23,Senior Staff,46354
13175,Yucai,Swick,1998-01-20,Senior Engineer,65572
13179,Moty,Janocha,1999-02-19,Staff,90233
13182,Kokou,Rodite,1999-03-03,Engineer,46832
13186,Kyoichi,Barbanera,1995-04-29,Senior Staff,93138
13189,Yuuichi,Bazzichi,1999-10-16,Staff,40000
13192,Rosita,Flowers,1993-02-01,Technique Leader,43986
13200,Weidon,Pauthner,1998-08-07,Senior Engineer,50821
13202,Aram,Scharstein,1992-03-28,Senior Staff,51915
13203,Phule,Emmart,1995-01-12,Senior Staff,40000
13204,Mircea,Pellegrinelli,1996-12-16,Assistant Engineer,45177
13206,Tetsurou,Rullman,1999-09-06,Staff,44383
13210,Jianhua,Klassen,2002-07-27,Senior Staff,83961
13213,Hein,Billawala,1993-08-30,Senior Staff,61131
13216,Stabislas,Weedman,1999-05-23,Staff,40000
13227,Goncalo,Pell,1997-02-03,Staff,88669
13232,Mitchel,Fujisaki,1986-06-02,Technique Leader,40000
13233,Alselm,Chvatal,1995-03-31,Senior Engineer,49414
13235,Taizo,Remmers,1998-04-23,Engineer,57427
13238,Ebru,Foote,1998-10-10,Senior Staff,40000
13240,King,Pileggi,2001-03-10,Senior Engineer,49018
13246,Adil,Siepmann,1999-12-31,Staff,83156
13250,Zeydy,Schusler,1998-10-27,Senior Engineer,47829
13252,Morris,Kavvadias,1997-04-04,Staff,55454
13260,JoAnna,McDermid,1997-02-08,Technique Leader,40000
13263,Subhash,Zockler,1998-06-17,Senior Staff,61281
13272,Arun,Jiang,1985-03-10,Senior Staff,40000
13276,Yechiam,Seuren,1991-03-09,Senior Staff,65836
13282,Cordelia,Macedo,1995-04-16,Senior Staff,45990
13288,Muneo,Broomell,1995-04-14,Senior Staff,40000
13290,Stamatina,Karner,1995-12-24,Staff,40000
13291,Georg,Stamatiou,1993-10-30,Senior Engineer,54720
13294,Haldun,Stroustrup,1997-12-20,Staff,57991
13302,Mack,Alencar,1997-09-26,Senior Engineer,40000
13303,Koldo,Rissanen,1997-03-01,Staff,63524
13309,Toshimori,Lipner,1997-12-25,Senior Engineer,40000
13312,Filipp,Schurmann,1998-05-01,Engineer,53718
13315,Sakthirel,Stroustrup,1999-06-02,Senior Engineer,40000
13320,Gino,Bahr,2002-04-10,Senior Engineer,47422
13332,Nidapan,Pearson,1997-09-23,Senior Engineer,40000
13333,Yoshinari,Hennebert,1996-03-23,Engineer,50997
13341,Bodh,Doering,1992-03-10,Senior Staff,40000
13342,Georgy,Doering,1999-03-12,Engineer,59327
13343,Heon,Usery,1995-07-30,Senior Staff,40000
13346,Francoise,Zastre,2001-09-29,Senior Engineer,40000
13347,Lein,Sifakis,2000-05-24,Senior Engineer,79839
13349,Zeydy,Danner,1993-10-02,Senior Staff,66066
13357,Mabry,Llado,1999-01-24,Engineer,40000
13361,Wilmer,Baek,1996-05-03,Staff,40000
13368,Kiyokazu,Klassen,1997-09-30,Staff,52872
13371,Nakhoon,Riexinger,1991-12-13,Senior Engineer,40000
13373,Juichirou,Naumovich,2000-08-23,Senior Staff,82749
13374,Atreye,Kalefeld,1997-08-13,Senior Engineer,40000
13378,Rafols,Zhiwei,1998-07-17,Technique Leader,64833
13379,Kinh,Engelmann,2001-09-07,Senior Staff,52620
13385,Claudi,Buchter,1986-06-10,Senior Staff,40000
13386,Khosrow,Sgarro,1986-02-23,Technique Leader,91420
13388,Shuji,Cesareni,1994-06-05,Technique Leader,52597
13389,Divine,Cmelik,1988-03-23,Senior Staff,40000
13390,Nathan,Hutton,1999-01-10,Engineer,40000
13392,Fumitake,Beidas,1993-08-26,Senior Staff,69221
13394,Anneke,Lorys,2001-03-05,Senior Staff,44631
13396,Chuanyi,Aumann,1994-03-29,Senior Staff,40000
13402,Augustine,Dulli,1999-09-12,Engineer,40000
13405,Randy,Baba,1990-05-10,Senior Staff,60799
13407,Gio,Chenoweth,2001-10-03,Senior Engineer,60348
13408,Sreekrishna,Lagarias,2000-07-24,Senior Engineer,52479
13412,Ranga,Erdmenger,1996-03-21,Staff,56217
13415,Nathalie,Speer,1991-04-25,Technique Leader,61838
13416,Fox,Billawala,2001-04-11,Senior Engineer,40000
13417,Dipayan,Condotta,1995-11-05,Senior Staff,53074
13422,Vishwani,Gerlach,1995-01-17,Senior Engineer,59466
13427,Sreekrishna,Narwekar,1996-01-26,Staff,50468
13439,Domenick,Ullian,2000-03-25,Engineer,49283
13442,Giordano,Miake,1994-06-16,Senior Staff,40000
13443,Mayuko,Puppo,1996-12-25,Senior Engineer,40000
13445,Renee,Dehkordi,1996-11-29,Engineer,53194
13451,Gretta,Weiland,1995-08-23,Senior Staff,40000
13453,Sugwoo,Lalonde,1995-01-09,Senior Engineer,52593
13456,Uzi,Erol,1999-06-13,Senior Engineer,40000
13457,Shooichi,Parfitt,1991-01-18,Senior Engineer,40812
13458,Feipei,Nivat,1995-03-02,Senior Engineer,41375
13460,Yinghua,Gips,1998-05-09,Senior Engineer,40000
13463,Theron,Berstel,1993-01-25,Senior Engineer,40000
13465,Sasan,Rehfuss,1999-03-12,Engineer,49821
13467,Zhigen,Katzenelson,1991-07-26,Senior Engineer,56977
13472,Dzung,Larfeldt,1997-08-28,Engineer,40000
13475,Kamakshi,Piancastelli,2000-05-27,Senior Staff,55431
13493,Uinam,Jullig,1992-09-06,Senior Engineer,40000
13500,Irene,Erol,1991-11-07,Senior Engineer,57581
13504,Parto,Mandell,1994-12-21,Engineer,41895
13505,Chandrasekaran,Hambrick,1995-03-26,Staff,46130
